Designator,Mid X,Mid Y,Layer,Rotation
C1,14.43,78.92,Top,90
C2,14.4,65.66,Top,270
C3,19.89,78.92,Top,90
C4,19.89,65.66,Top,270
C5,39.42,78.87,Top,90
C6,39.42,65.66,Top,270
C7,44.91,78.87,Top,90
C8,44.93,65.66,Top,270
C9,8.03,72.29,Top,270
C11,25.35,68.38,Top,180
C12,34.62,73.41,Top,270
C13,34.62,70.59,Top,90
IC1,8,75.82,Top,90
IC2,27.15,70.99,Top,180
IC3,17.14,72.26,Top,0
IC4,42.16,72.26,Top,0
R1,8.05,65.99,Top,270
